Rok;Województwo;Kod strefy;Nazwa strefy;Kod stacji;Wska?nik;Czas u?redniania;?rednia;Min;Maks;Maks (S8max);Liczba pomiarów;Kompletno?? ;Liczba Lato/Zima;;;;;;
(-);(-);(-);(-);(-);(-);(-);[mg/m3];[mg/m3];[mg/m3];[mg/m3];(-);[%];(-);;;;;;
2010;warmi?sko-mazurskie;PL2801;miasto Olsztyn;WmOlsPuszkin;CO;1g;0,5;0,1;4,8;3,89;8412;96,0;1,0;;;;;;
2010;warmi?sko-mazurskie;PL2802;miasto Elbl?g;WmElbBazynsk;CO;1g;0,3;0,0;2,9;2,10;7183;82,0;1,1;;;;;;
2010;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmGoldJacwie;CO;1g;0,5;0,0;3,6;2,67;7306;83,4;1,1;;;;;;
2010;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmMragParkow;CO;1g;0,4;0,1;5,1;3,87;8269;94,4;1,0;;;;;;
2010;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmOstrChrobr;CO;1g;0,5;0,1;4,8;2,61;8607;98,3;1,0;;;;;;
2010;wielkopolskie;PL3001;Aglomeracja Pozna?ska;WpPoznDabrow;CO;1g;0,4;0,0;4,3;2,95;7629;87,1;0,9;;;;;;
2010;wielkopolskie;PL3001;Aglomeracja Pozna?ska;WpPoznPolank;CO;1g;0,4;0,0;5,3;3,21;8126;92,8;1,0;;;;;;
2010;wielkopolskie;PL3003;strefa wielkopolska;WpKoniWyszyn;CO;1g;0,4;0,0;2,2;1,73;6374;72,8;1,4;;;;;;
2010;wielkopolskie;PL3003;strefa wielkopolska;WpPilaKusoci;CO;1g;0,4;0,0;5,3;3,09;7433;84,9;0,9;;;;;;
2010;wielkopolskie;PL3003;strefa wielkopolska;WpWKP009;CO;1g;0,6;0,3;2,8;2,16;2861;32,7;0,3;;;;;;
2010;wielkopolskie;PL3003;strefa wielkopolska;WpWKP010;CO;1g;0,6;0,3;2,5;1,74;2864;32,7;0,3;;;;;;
2010;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczecinDO;CO;1g;0,5;0,0;5,8;4,79;5353;61,1;1,1;;;;;;
2010;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczLacz04;CO;1g;0,3;0,0;1,5;0,89;7351;83,9;1,0;;;;;;
2010;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczPils02;CO;1g;0,5;0,0;5,2;3,04;7034;80,3;0,8;;;;;;
2011;dolno?l?skie;PL0201;Aglomeracja Wroc?awska;DsWrocAlWisn;CO;1g;0,6;0,0;4,7;4,24;6196;70,7;1,1;;;;;;
2011;dolno?l?skie;PL0201;Aglomeracja Wroc?awska;DsWrocWybCon;CO;1g;0,4;0,0;2,9;2,43;3921;44,8;0,6;;;;;;
2011;dolno?l?skie;PL0202;miasto Legnica;DsLegAlRzecz;CO;1g;0,5;0,1;5,0;3,94;8487;96,9;1,0;;;;;;
2011;dolno?l?skie;PL0202;miasto Legnica;DsLegPoraz;CO;1g;0,5;0,0;2,7;2,23;7608;86,8;1,2;;;;;;
2011;dolno?l?skie;PL0203;miasto Wa?brzych;DsWalbrzWyso;CO;1g;0,4;0,1;4,5;2,65;6288;71,8;1,0;;;;;;
2011;dolno?l?skie;PL0204;strefa dolno?l?ska;DsGlogSikor;CO;1g;0,5;0,1;1,9;1,19;8647;98,7;1,0;;;;;;
2011;dolno?l?skie;PL0204;strefa dolno?l?ska;DsJgCiepA;CO;1g;0,6;0,0;6,2;5,15;7283;83,1;0,9;;;;;;
2011;dolno?l?skie;PL0204;strefa dolno?l?ska;DsKromolin;CO;1g;0,4;0,1;1,4;1,30;8698;99,3;1,0;;;;;;
2011;dolno?l?skie;PL0204;strefa dolno?l?ska;DsSobczyce;CO;1g;0,4;0,0;2,4;2,07;8672;99,0;1,0;;;;;;
2011;dolno?l?skie;PL0204;strefa dolno?l?ska;DsStrzMob;CO;1g;0,4;0,1;4,5;2,84;7049;80,5;1,1;;;;;;
2011;dolno?l?skie;PL0204;strefa dolno?l?ska;DsZgorBohGet;CO;1g;0,4;0,1;3,8;2,70;5815;66,4;1,8;;;;;;
2011;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydPlPozna;CO;1g;0,7;0,0;9,8;6,59;8582;98,0;1,0;;;;;;
2011;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpZielBoryTu;CO;1g;0,3;0,1;1,0;0,80;5889;67,2;0,8;;;;;;
2011;lubelskie;PL0601;Aglomeracja Lubelska;LbLubObywate;CO;1g;0,5;0,0;9,0;5,71;6499;74,2;1,5;;;;;;
2011;lubuskie;PL0802;miasto Zielona Góra;LuZielKrotka;CO;1g;0,3;0,0;3,5;2,18;7882;90,0;1,1;;;;;;
2011;lubuskie;PL0803;strefa lubuska;LuSulecDudka;CO;1g;0,3;0,0;3,3;1,87;7505;85,7;1,2;;;;;;
2011;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzCzerni;CO;1g;0,5;0,1;4,8;3,38;8730;99,7;1,0;;;;;;
2011;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzWIOSARubinst;CO;1g;0,5;0,1;3,5;2,32;5052;57,7;1,4;;;;;;
2011;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzZachod;CO;1g;0,7;0,1;6,4;5,58;8443;96,4;1,0;;;;;;
2011;?ódzkie;PL1001;Aglomeracja ?ódzka;LdZgieMielcz;CO;1g;0,6;0,1;5,4;4,02;8430;96,2;0,9;;;;;;
2011;?ódzkie;PL1002;strefa ?ódzka;LdPioTrKraPr;CO;1g;0,6;0,1;4,6;3,64;4698;53,6;1,2;;;;;;
2011;?ódzkie;PL1002;strefa ?ódzka;LdRadomsSoko;CO;1g;0,5;0,1;7,9;5,02;7948;90,7;0,9;;;;;;
2011;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakAlKras;CO;1g;1,1;0,2;7,9;6,35;8536;97,4;1,0;;;;;;
2011;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakBulwar;CO;1g;0,6;0,1;4,3;3,62;7569;86,4;0,9;;;;;;
2011;ma?opolskie;PL1202;miasto Tarnów;MpTarBitStud;CO;1g;0,4;0,1;4,4;3,63;8551;97,6;1,0;;;;;;
2011;ma?opolskie;PL1203;strefa ma?opolska;MpOlkuFrNull;CO;1g;0,5;0,1;4,4;3,43;8373;95,6;0,9;;;;;;
2011;ma?opolskie;PL1203;strefa ma?opolska;MpTrzebOsZWM;CO;1g;0,5;0,1;3,7;2,62;8081;92,2;1,0;;;;;;
2011;ma?opolskie;PL1203;strefa ma?opolska;MpZakopaSien;CO;1g;0,7;0,1;5,9;5,26;8600;98,2;1,0;;;;;;
2011;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarAlNiepo;CO;1g;0,7;0,1;4,6;3,15;8723;99,6;1,0;;;;;;
2011;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarKondrat;CO;1g;0,4;0,1;3,3;3,04;8255;94,2;1,0;;;;;;
2011;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarszKrucza;CO;1g;0,4;0,1;3,8;2,30;8251;94,2;1,0;;;;;;
2011;mazowieckie;PL1402;miasto P?ock;MzPlocKroJad;CO;1g;0,3;0,1;1,6;1,45;6935;79,2;1,2;;;;;;
2011;mazowieckie;PL1402;miasto P?ock;MzPlocMiReja;CO;1g;0,4;0,1;2,3;2,06;8550;97,6;1,0;;;;;;
2011;mazowieckie;PL1403;miasto Radom;MzRadTochter;CO;1g;0,4;0,1;5,7;5,19;7810;89,2;1,2;;;;;;
2011;mazowieckie;PL1404;strefa mazowiecka;MzBelsIGFPAN;CO;1g;0,4;0,0;1,6;1,32;7900;90,2;0,8;;;;;;
2011;opolskie;PL1602;strefa opolska;OpKKozBSmial;CO;1g;0,7;0,1;3,2;2,71;5476;62,5;0,4;;;;;;
2011;podkarpackie;PL1801;miasto Rzeszów;PkRzeszWIOSSzop;CO;1g;0,5;0,0;3,6;2,88;5083;58,0;0,9;;;;;;
2011;podkarpackie;PL1802;strefa podkarpacka;PkNiskoSzkla;CO;1g;0,4;0,0;3,6;1,99;7281;83,1;1,5;;;;;;
2011;podlaskie;PL2001;Aglomeracja Bia?ostocka;PdBialWaszyn;CO;1g;0,3;0,0;4,6;4,13;8673;99,0;1,0;;;;;;
2011;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaLeczk08;CO;1g;0,4;0,1;4,8;3,32;8527;97,3;1,0;;;;;;
2011;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaOstrz05;CO;1g;0,3;0,1;2,4;1,80;7930;90,5;1,0;;;;;;
2011;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaPoWie01;CO;1g;0,4;0,1;4,2;3,03;8620;98,4;1,0;;;;;;
2011;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaWyzwo03;CO;1g;0,3;0,1;2,9;2,41;8401;95,9;1,0;;;;;;
2011;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdyPoreb04;CO;1g;0,3;0,1;2,0;1,52;8369;95,5;1,0;;;;;;
2011;pomorskie;PL2201;Aglomeracja Trójmiejska;PmSopBitPl06;CO;1g;0,3;0,1;2,2;1,85;8608;98,3;1,0;;;;;;
2011;pomorskie;PL2202;strefa pomorska;PmSlupKniazi;CO;1g;0,3;0,0;2,4;1,32;6671;76,2;0,6;;;;;;
2011;pomorskie;PL2202;strefa pomorska;PmStaGdaLubi;CO;1g;0,5;0,1;4,5;2,98;8293;94,7;1,1;;;;;;
2011;pomorskie;PL2202;strefa pomorska;PmTczeTarg07;CO;1g;0,5;0,2;3,7;2,98;8295;94,7;1,0;;;;;;
2011;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlDabro1000L;CO;1g;0,6;0,2;5,0;3,91;8090;92,4;1,0;;;;;;
2011;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoKossut;CO;1g;0,6;0,2;5,0;4,14;8231;94,0;1,0;;;;;;
2011;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoPlebA4;CO;1g;0,7;0,2;5,1;4,25;8119;92,7;1,0;;;;;;
2011;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlZabSkloCur;CO;1g;0,7;0,2;9,0;8,02;7854;89,7;0,9;;;;;;
2011;?l?skie;PL2402;Aglomeracja Rybnicko-Jastrz?bska;SlRybniBorki;CO;1g;0,7;0,1;11,4;8,81;6926;79,1;1,5;;;;;;
2011;?l?skie;PL2403;miasto Bielsko-Bia?a;SlBielKossak;CO;1g;0,6;0,2;6,0;4,02;8294;94,7;1,0;;;;;;
2011;?l?skie;PL2404;miasto Cz?stochowa;SlCzestoArmK;CO;1g;0,9;0,1;8,3;6,94;7692;87,8;0,8;;;;;;
2011;?l?skie;PL2404;miasto Cz?stochowa;SlCzestoBacz;CO;1g;0,4;0,1;5,9;4,63;8249;94,2;1,0;;;;;;
2011;?l?skie;PL2405;strefa ?l?ska;SlCiesMickie;CO;1g;0,5;0,1;4,6;3,23;8380;95,7;1,0;;;;;;
2011;?l?skie;PL2405;strefa ?l?ska;SlWodzGalczy;CO;1g;0,6;0,1;7,8;5,66;8362;95,5;1,0;;;;;;
2011;?wi?tokrzyskie;PL2601;miasto Kielce;SkKielJagiel;CO;1g;0,8;0,0;5,6;4,31;3791;43,3;0,0;;;;;;
2011;warmi?sko-mazurskie;PL2801;miasto Olsztyn;WmOlsPuszkin;CO;1g;0,4;0,0;3,6;2,25;6554;74,8;0,8;;;;;;
2011;warmi?sko-mazurskie;PL2802;miasto Elbl?g;WmElbBazynsk;CO;1g;0,3;0,1;3,1;1,73;7052;80,5;1,3;;;;;;
2011;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmGoldJacwie;CO;1g;0,5;0,1;3,8;2,12;6723;76,7;1,1;;;;;;
2011;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmMragParkow;CO;1g;0,5;0,1;3,0;2,06;1968;22,5;0,0;;;;;;
2011;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmOstrChrobr;CO;1g;0,5;0,1;4,7;2,75;5590;63,8;0,4;;;;;;
2011;wielkopolskie;PL3001;Aglomeracja Pozna?ska;WpPoznDabrow;CO;1g;0,3;0,0;4,3;3,45;8302;94,8;1,0;;;;;;
2011;wielkopolskie;PL3001;Aglomeracja Pozna?ska;WpPoznPolank;CO;1g;0,4;0,0;4,0;2,68;8272;94,4;1,0;;;;;;
2011;wielkopolskie;PL3003;strefa wielkopolska;WpKoniWyszyn;CO;1g;0,3;0,0;2,2;1,79;7294;83,3;0,8;;;;;;
2011;wielkopolskie;PL3003;strefa wielkopolska;WpPilaKusoci;CO;1g;0,1;-0,1;3,2;1,25;4410;50,3;1,1;;;;;;
2011;wielkopolskie;PL3003;strefa wielkopolska;WpWKP010;CO;1g;0,4;0,1;2,5;2,02;1816;20,7;1,7;;;;;;
2011;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczecinDO;CO;1g;0,4;0,1;3,9;2,74;5366;61,3;0,9;;;;;;
2011;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczLacz04;CO;1g;0,2;0,0;1,7;1,44;7516;85,8;1,0;;;;;;
2011;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczPils02;CO;1g;0,4;0,0;2,9;2,31;7799;89,0;1,0;;;;;;
2012;dolno?l?skie;PL0201;Aglomeracja Wroc?awska;DsWrocWybCon;CO;1g;0,4;0,0;3,5;2,60;6938;79,0;0,7;;;;;;
2012;dolno?l?skie;PL0202;miasto Legnica;DsLegAlRzecz;CO;1g;0,5;0,1;5,8;4,30;8198;93,3;1,0;;;;;;
2012;dolno?l?skie;PL0202;miasto Legnica;DsLegPoraz;CO;1g;0,4;0,2;2,8;1,89;8380;95,4;1,0;;;;;;
2012;dolno?l?skie;PL0204;strefa dolno?l?ska;DsGlogSikor;CO;1g;0,3;0,1;2,0;1,65;8748;99,6;1,0;;;;;;
2012;dolno?l?skie;PL0204;strefa dolno?l?ska;DsKromolin;CO;1g;0,4;0,1;1,5;1,11;8701;99,1;1,0;;;;;;
2012;dolno?l?skie;PL0204;strefa dolno?l?ska;DsLubinMob;CO;1g;0,4;0,1;2,1;1,33;7154;81,4;1,4;;;;;;
2012;dolno?l?skie;PL0204;strefa dolno?l?ska;DsSobczyce;CO;1g;0,3;0,1;2,0;1,37;8702;99,1;1,0;;;;;;
2012;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydPlPozna;CO;1g;0,5;0,1;5,6;4,26;8328;94,8;1,1;;;;;;
2012;kujawsko-pomorskie;PL0402;miasto Toru?;KpToruKaszow;CO;1g;0,4;0,1;2,8;2,07;8324;94,8;1,0;;;;;;
2012;kujawsko-pomorskie;PL0403;miasto W?oc?awek;KpWloclOkrze;CO;1g;0,5;0,1;5,4;4,54;8440;96,1;1,0;;;;;;
2012;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpGrudPilsud;CO;1g;0,7;0,0;6,0;4,22;6306;71,8;1,5;;;;;;
2012;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpZielBoryTu;CO;1g;0,2;0,0;0,7;0,53;5225;59,5;1,7;;;;;;
2012;lubelskie;PL0601;Aglomeracja Lubelska;LbLubObywate;CO;1g;0,5;0,1;7,5;5,81;8637;98,3;1,0;;;;;;
2012;lubuskie;PL0801;miasto Gorzów Wielkopolski;LuGorzKosGdy;CO;1g;0,4;0,0;2,9;2,13;7943;90,4;1,0;;;;;;
2012;lubuskie;PL0802;miasto Zielona Góra;LuZielKrotka;CO;1g;0,3;0,0;2,7;1,89;7792;88,7;1,1;;;;;;
2012;lubuskie;PL0803;strefa lubuska;LuSulecDudka;CO;1g;0,3;0,0;3,4;2,07;7521;85,6;1,1;;;;;;
2012;lubuskie;PL0803;strefa lubuska;LuZarySzyman;CO;1g;0,7;0,0;4,7;3,43;1958;22,3;0,0;;;;;;
2012;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzCzerni;CO;1g;0,5;0,1;3,7;2,15;8764;99,8;1,0;;;;;;
2012;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzGdansk;CO;1g;0,6;0,1;4,4;3,62;8278;94,2;1,0;;;;;;
2012;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzZachod;CO;1g;0,7;0,1;5,0;3,49;8452;96,2;0,9;;;;;;
2012;?ódzkie;PL1001;Aglomeracja ?ódzka;LdZgieMielcz;CO;1g;0,6;0,1;5,2;3,89;8651;98,5;1,0;;;;;;
2012;?ódzkie;PL1002;strefa ?ódzka;LdPioTrKraPr;CO;1g;0,7;0,2;5,6;4,01;7944;90,4;1,0;;;;;;
2012;?ódzkie;PL1002;strefa ?ódzka;LdRadomsSoko;CO;1g;0,6;0,1;7,8;4,95;8420;95,9;1,0;;;;;;
2012;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakAlKras;CO;1g;1,0;0,1;5,2;4,52;7682;87,5;1,0;;;;;;
2012;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakBulwar;CO;1g;0,6;0,1;4,5;3,96;8100;92,2;0,9;;;;;;
2012;ma?opolskie;PL1202;miasto Tarnów;MpTarBitStud;CO;1g;0,4;0,1;7,0;5,82;8612;98,0;1,0;;;;;;
2012;ma?opolskie;PL1203;strefa ma?opolska;MpOlkuFrNull;CO;1g;0,5;0,1;5,3;4,05;7867;89,6;1,0;;;;;;
2012;ma?opolskie;PL1203;strefa ma?opolska;MpTrzebOsZWM;CO;1g;0,4;0,1;4,0;3,00;8019;91,3;1,0;;;;;;
2012;ma?opolskie;PL1203;strefa ma?opolska;MpZakopaSien;CO;1g;0,6;0,1;5,4;4,25;8681;98,8;1,0;;;;;;
2012;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarAlNiepo;CO;1g;0,7;0,1;5,0;3,26;8315;94,7;1,1;;;;;;
2012;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarKondrat;CO;1g;0,4;0,1;5,5;4,80;8622;98,2;1,0;;;;;;
2012;mazowieckie;PL1402;miasto P?ock;MzPlocKroJad;CO;1g;0,3;0,1;2,6;1,88;8303;94,5;1,0;;;;;;
2012;mazowieckie;PL1402;miasto P?ock;MzPlocMiReja;CO;1g;0,4;0,1;2,9;1,87;8611;98,0;1,0;;;;;;
2012;mazowieckie;PL1403;miasto Radom;MzRadTochter;CO;1g;0,4;0,1;6,8;6,07;8647;98,4;1,0;;;;;;
2012;mazowieckie;PL1404;strefa mazowiecka;MzBelsIGFPAN;CO;1g;0,3;0,1;1,8;1,47;8536;97,2;1,0;;;;;;
2012;mazowieckie;PL1404;strefa mazowiecka;MzSiedKonars;CO;1g;0,3;0,1;3,6;3,06;8620;98,1;1,0;;;;;;
2012;opolskie;PL1602;strefa opolska;OpKKozBSmial;CO;1g;0,8;0,1;3,6;3,20;4383;49,9;0,6;;;;;;
2012;podkarpackie;PL1801;miasto Rzeszów;PkRzeszWIOSSzop;CO;1g;0,5;0,1;4,5;3,73;7004;79,7;1,2;;;;;;
2012;podkarpackie;PL1802;strefa podkarpacka;PkNiskoSzkla;CO;1g;0,4;0,1;7,1;2,90;6477;73,7;1,3;;;;;;
2012;podlaskie;PL2001;Aglomeracja Bia?ostocka;PdBialWaszyn;CO;1g;0,3;0,0;4,0;2,92;8263;94,1;1,1;;;;;;
2012;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaLeczk08;CO;1g;0,4;0,1;4,2;1,96;8273;94,2;1,0;;;;;;
2012;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaOstrz05;CO;1g;0,4;0,1;2,1;1,55;8464;96,4;1,0;;;;;;
2012;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaPoWie01;CO;1g;0,4;0,1;3,3;2,09;8412;95,8;1,0;;;;;;
2012;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaWyzwo03;CO;1g;0,3;0,1;2,7;1,53;8614;98,1;1,0;;;;;;
2012;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdyPoreb04;CO;1g;0,3;0,1;1,9;1,55;8561;97,5;1,0;;;;;;
2012;pomorskie;PL2201;Aglomeracja Trójmiejska;PmSopBitPl06;CO;1g;0,3;0,1;1,7;1,34;8599;97,9;1,0;;;;;;
2012;pomorskie;PL2202;strefa pomorska;PmKosTargo12;CO;1g;0,4;0,0;3,5;2,30;7781;88,6;1,1;;;;;;
2012;pomorskie;PL2202;strefa pomorska;PmLebMalcz16;CO;1g;0,4;0,0;4,2;2,75;8558;97,4;1,0;;;;;;
2012;pomorskie;PL2202;strefa pomorska;PmLinieKos17;CO;1g;0,3;0,0;2,3;0,91;8218;93,6;1,0;;;;;;
2012;pomorskie;PL2202;strefa pomorska;PmMalMicki15;CO;1g;0,5;0,0;3,3;1,98;8417;95,8;1,0;;;;;;
2012;pomorskie;PL2202;strefa pomorska;PmSlupKniazi;CO;1g;0,3;0,0;3,1;1,67;6494;73,9;1,8;;;;;;
2012;pomorskie;PL2202;strefa pomorska;PmStaGdaLubi;CO;1g;0,5;0,2;6,9;3,04;7020;79,9;1,5;;;;;;
2012;pomorskie;PL2202;strefa pomorska;PmTczeTarg07;CO;1g;0,4;0,1;4,9;2,09;8061;91,8;1,0;;;;;;
2012;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlDabro1000L;CO;1g;0,6;0,0;5,2;4,48;7907;90,0;1,0;;;;;;
2012;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoKossut;CO;1g;0,6;0,1;6,2;5,18;8223;93,6;1,0;;;;;;
2012;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoPlebA4;CO;1g;0,7;0,2;4,5;3,91;5857;66,7;1,1;;;;;;
2012;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlZabSkloCur;CO;1g;0,7;0,1;8,7;7,63;8052;91,7;0,9;;;;;;
2012;?l?skie;PL2402;Aglomeracja Rybnicko-Jastrz?bska;SlRybniBorki;CO;1g;0,7;0,2;10,6;8,58;8014;91,2;1,0;;;;;;
2012;?l?skie;PL2403;miasto Bielsko-Bia?a;SlBielKossak;CO;1g;0,6;0,1;5,3;4,29;8345;95,0;1,0;;;;;;
2012;?l?skie;PL2404;miasto Cz?stochowa;SlCzestoArmK;CO;1g;0,9;0,2;8,8;7,30;8351;95,1;1,0;;;;;;
2012;?l?skie;PL2404;miasto Cz?stochowa;SlCzestoBacz;CO;1g;0,4;0,1;5,7;4,82;8281;94,3;1,0;;;;;;
2012;?l?skie;PL2405;strefa ?l?ska;SlCiesMickie;CO;1g;0,5;0,2;5,9;4,24;8090;92,1;1,1;;;;;;
2012;?l?skie;PL2405;strefa ?l?ska;SlWodzGalczy;CO;1g;0,6;0,1;9,6;7,46;8161;92,9;1,1;;;;;;
2012;?wi?tokrzyskie;PL2601;miasto Kielce;SkKielJagiel;CO;1g;0,7;0,0;5,9;4,56;7055;80,3;0,7;;;;;;
2012;?wi?tokrzyskie;PL2602;strefa ?wi?tokrzyska;SkPolaRuszcz;CO;1g;0,5;0,0;3,8;3,49;8629;98,2;1,0;;;;;;
2012;warmi?sko-mazurskie;PL2801;miasto Olsztyn;WmOlsPuszkin;CO;1g;0,4;0,1;2,4;1,58;8053;91,7;0,9;;;;;;
2012;warmi?sko-mazurskie;PL2802;miasto Elbl?g;WmElbBazynsk;CO;1g;0,4;0,1;2,6;1,97;7640;87,0;1,0;;;;;;
2012;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmGoldJacwie;CO;1g;0,5;0,1;4,2;2,47;8312;94,6;1,0;;;;;;
2012;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmOstrChrobr;CO;1g;0,4;0,0;3,7;2,33;8021;91,3;1,1;;;;;;
2012;wielkopolskie;PL3001;Aglomeracja Pozna?ska;WpPoznDabrow;CO;1g;0,3;0,0;4,4;2,12;7993;91,0;1,1;;;;;;
2012;wielkopolskie;PL3001;Aglomeracja Pozna?ska;WpPoznPolank;CO;1g;0,3;0,0;5,0;4,52;8319;94,7;1,0;;;;;;
2012;wielkopolskie;PL3003;strefa wielkopolska;WpKoniWyszyn;CO;1g;0,3;0,0;3,8;2,96;7707;87,7;1,0;;;;;;
2012;wielkopolskie;PL3003;strefa wielkopolska;WpPilaKusoci;CO;1g;0,3;0,0;2,9;1,54;1946;22,2;0,0;;;;;;
2012;wielkopolskie;PL3003;strefa wielkopolska;WpWKP009;CO;1g;0,4;0,1;2,8;2,54;6618;75,3;1,1;;;;;;
2012;wielkopolskie;PL3003;strefa wielkopolska;WpWKP010;CO;1g;0,4;0,1;3,3;2,62;7787;88,6;1,1;;;;;;
2012;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczLacz04;CO;1g;0,2;0,0;2,0;1,22;7493;85,3;1,0;;;;;;
2012;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczPils02;CO;1g;0,4;0,0;3,5;2,15;7311;83,2;1,0;;;;;;
2013;dolno?l?skie;PL0202;miasto Legnica;DsLegAlRzecz;CO;1g;0,6;0,1;5,4;4,27;7093;81,0;0,7;;;;;;
2013;dolno?l?skie;PL0202;miasto Legnica;DsLegPoraz;CO;1g;0,4;0,0;2,3;1,61;8358;95,4;1,0;;;;;;
2013;dolno?l?skie;PL0204;strefa dolno?l?ska;DsCzLasMob;CO;1g;0,3;0,0;1,9;1,27;6281;71,7;1,3;;;;;;
2013;dolno?l?skie;PL0204;strefa dolno?l?ska;DsGlogSikor;CO;1g;0,3;0,1;2,3;1,60;8695;99,3;1,0;;;;;;
2013;dolno?l?skie;PL0204;strefa dolno?l?ska;DsJgCiepA;CO;1g;0,4;0,0;4,3;3,89;4921;56,2;0,9;;;;;;
2013;dolno?l?skie;PL0204;strefa dolno?l?ska;DsKromolin;CO;1g;0,3;0,1;1,5;1,12;8737;99,7;1,0;;;;;;
2013;dolno?l?skie;PL0204;strefa dolno?l?ska;DsSobczyce;CO;1g;0,3;0,0;2,0;1,34;8741;99,8;1,0;;;;;;
2013;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydPlPozna;CO;1g;0,5;0,0;5,9;3,78;8650;98,7;1,0;;;;;;
2013;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydWarszaw;CO;1g;0,4;0,0;7,1;4,04;8464;96,6;1,0;;;;;;
2013;kujawsko-pomorskie;PL0402;miasto Toru?;KpToruKaszow;CO;1g;0,4;0,1;3,3;1,92;8477;96,8;1,0;;;;;;
2013;kujawsko-pomorskie;PL0403;miasto W?oc?awek;KpWloclOkrze;CO;1g;0,5;0,1;5,0;3,51;8710;99,4;1,0;;;;;;
2013;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpGrudPilsud;CO;1g;0,7;0,0;5,9;4,02;8708;99,4;1,0;;;;;;
2013;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpZielBoryTu;CO;1g;0,2;0,0;0,7;0,62;7840;89,5;1,2;;;;;;
2013;lubelskie;PL0601;Aglomeracja Lubelska;LbLubObywate;CO;1g;0,5;0,1;5,6;3,68;8312;94,9;1,0;;;;;;
2013;lubuskie;PL0801;miasto Gorzów Wielkopolski;LuGorzKosGdy;CO;1g;0,3;0,0;2,7;2,03;7334;83,7;1,0;;;;;;
2013;lubuskie;PL0802;miasto Zielona Góra;LuZielKrotka;CO;1g;0,4;0,0;2,1;1,29;7194;82,1;1,2;;;;;;
